t_ms,t_ms_rel,t_s_rel,servo_deg,v_div,v_rf,v_photo,r_m,B_exp,L_exp,V_in,P_in,B_teo,L_teo,err_B_abs,err_L_abs,err_B_rel,err_L_rel
312545,7750,7.750000,0,1.610100,0.867100,0.000000,0.392460,0.867100,0.000000,17.784029,16.103446,2.548029,6.492453,-1.680929,-6.492453,-0.659698,-1.000000
312595,7800,7.800000,0,1.623000,0.786500,0.000000,0.392460,0.786500,0.000000,17.926513,16.362518,2.548029,6.492453,-1.761529,-6.492453,-0.691330,-1.000000
312645,7850,7.850000,0,1.618200,0.890500,0.000000,0.392460,0.890500,0.000000,17.873495,16.265878,2.548029,6.492453,-1.657529,-6.492453,-0.650514,-1.000000
312695,7900,7.900000,0,1.665700,0.766400,0.000000,0.392460,0.766400,0.000000,18.398147,17.234817,2.548029,6.492453,-1.781629,-6.492453,-0.699219,-1.000000
312745,7950,7.950000,0,1.636700,0.766400,0.000000,0.392460,0.766400,0.000000,18.077833,16.639922,2.548029,6.492453,-1.781629,-6.492453,-0.699219,-1.000000
312795,8000,8.000000,0,1.655200,0.920300,0.000000,0.392460,0.920300,0.000000,18.282171,17.018217,2.548029,6.492453,-1.627729,-6.492453,-0.638819,-1.000000
312845,8050,8.050000,0,1.663300,0.646300,0.000000,0.392460,0.646300,0.000000,18.371638,17.185188,2.548029,6.492453,-1.901729,-6.492453,-0.746353,-1.000000
312895,8100,8.100000,0,1.693100,0.659200,0.000000,0.392460,0.659200,0.000000,18.700788,17.806490,2.548029,6.492453,-1.888829,-6.492453,-0.741290,-1.000000
312945,8150,8.150000,0,1.681000,0.906600,0.000000,0.392460,0.906600,0.000000,18.567140,17.552886,2.548029,6.492453,-1.641429,-6.492453,-0.644196,-1.000000
312995,8200,8.200000,0,1.689100,0.633400,0.000000,0.392460,0.633400,0.000000,18.656607,17.722453,2.548029,6.492453,-1.914629,-6.492453,-0.751416,-1.000000
313045,8250,8.250000,0,1.639100,0.918700,0.000000,0.392460,0.918700,0.000000,18.104342,16.688758,2.548029,6.492453,-1.629329,-6.492453,-0.639447,-1.000000
313095,8300,8.300000,0,1.672200,0.775200,0.000000,0.392460,0.775200,0.000000,18.469941,17.369589,2.548029,6.492453,-1.772829,-6.492453,-0.695765,-1.000000
313145,8350,8.350000,0,1.702000,0.614900,0.000000,0.392460,0.614900,0.000000,18.799091,17.994187,2.548029,6.492453,-1.933129,-6.492453,-0.758676,-1.000000
313195,8400,8.400000,0,1.704400,0.920300,0.000000,0.392460,0.920300,0.000000,18.825600,18.044970,2.548029,6.492453,-1.627729,-6.492453,-0.638819,-1.000000
313245,8450,8.450000,0,1.699600,0.813900,0.000000,0.392460,0.813900,0.000000,18.772582,17.943475,2.548029,6.492453,-1.734129,-6.492453,-0.680577,-1.000000
313295,8500,8.500000,0,1.710000,0.642300,0.000000,0.392460,0.642300,0.000000,18.887453,18.163742,2.548029,6.492453,-1.905729,-6.492453,-0.747923,-1.000000
313345,8550,8.550000,0,1.697900,0.799400,0.000000,0.392460,0.799400,0.000000,18.753805,17.907598,2.548029,6.492453,-1.748629,-6.492453,-0.686267,-1.000000
313395,8600,8.600000,0,1.714100,0.812300,0.000000,0.392460,0.812300,0.000000,18.932739,18.250948,2.548029,6.492453,-1.735729,-6.492453,-0.681205,-1.000000
313445,8650,8.650000,0,1.714900,0.759900,0.000000,0.392460,0.759900,0.000000,18.941575,18.267988,2.548029,6.492453,-1.788129,-6.492453,-0.701770,-1.000000
313495,8700,8.700000,0,1.699600,0.833300,0.000000,0.392460,0.833300,0.000000,18.772582,17.943475,2.548029,6.492453,-1.714729,-6.492453,-0.672963,-1.000000
313545,8750,8.750000,0,1.755200,0.593900,0.000000,0.392460,0.593900,0.000000,19.386701,19.136668,2.548029,6.492453,-1.954129,-6.492453,-0.766918,-1.000000
313595,8800,8.800000,0,1.768100,0.865500,0.000000,0.392460,0.865500,0.000000,19.529185,19.418995,2.548029,6.492453,-1.682529,-6.492453,-0.660326,-1.000000
313645,8850,8.850000,0,1.673800,0.749500,0.000000,0.392460,0.749500,0.000000,18.487614,17.402844,2.548029,6.492453,-1.798529,-6.492453,-0.705851,-1.000000
313695,8900,8.900000,0,1.745500,0.610000,0.000000,0.392460,0.610000,0.000000,19.279561,18.925738,2.548029,6.492453,-1.938029,-6.492453,-0.760599,-1.000000
313745,8950,8.950000,0,1.741500,0.614900,0.000000,0.392460,0.614900,0.000000,19.235380,18.839096,2.548029,6.492453,-1.933129,-6.492453,-0.758676,-1.000000
313795,9000,9.000000,0,1.754400,0.755900,0.000000,0.392460,0.755900,0.000000,19.377865,19.119228,2.548029,6.492453,-1.792129,-6.492453,-0.703339,-1.000000
313845,9050,9.050000,0,1.753600,0.936400,0.000000,0.392460,0.936400,0.000000,19.369028,19.101795,2.548029,6.492453,-1.611629,-6.492453,-0.632500,-1.000000
313895,9100,9.100000,0,1.768100,0.882400,0.000000,0.392460,0.882400,0.000000,19.529185,19.418995,2.548029,6.492453,-1.665629,-6.492453,-0.653693,-1.000000
313945,9150,9.150000,0,1.738200,0.889700,0.000000,0.392460,0.889700,0.000000,19.198931,18.767767,2.548029,6.492453,-1.658329,-6.492453,-0.650828,-1.000000
313995,9200,9.200000,0,1.760800,0.920300,0.000000,0.392460,0.920300,0.000000,19.448554,19.258975,2.548029,6.492453,-1.627729,-6.492453,-0.638819,-1.000000
314045,9250,9.250000,0,1.791400,0.882400,0.000000,0.392460,0.882400,0.000000,19.786540,19.934174,2.548029,6.492453,-1.665629,-6.492453,-0.653693,-1.000000
314095,9300,9.300000,0,1.772100,0.608400,0.000000,0.392460,0.608400,0.000000,19.573366,19.506959,2.548029,6.492453,-1.939629,-6.492453,-0.761227,-1.000000
314145,9350,9.350000,0,1.767300,0.792200,0.000000,0.392460,0.792200,0.000000,19.520349,19.401427,2.548029,6.492453,-1.755829,-6.492453,-0.689093,-1.000000
314195,9400,9.400000,0,1.710000,0.912200,0.000000,0.392460,0.912200,0.000000,18.887453,18.163742,2.548029,6.492453,-1.635829,-6.492453,-0.641998,-1.000000
314245,9450,9.450000,0,1.770500,0.618100,0.000000,0.392460,0.618100,0.000000,19.555694,19.471749,2.548029,6.492453,-1.929929,-6.492453,-0.757420,-1.000000
314295,9500,9.500000,0,1.785000,0.581000,0.000000,0.392460,0.581000,0.000000,19.715851,19.791994,2.548029,6.492453,-1.967029,-6.492453,-0.771981,-1.000000
314345,9550,9.550000,0,1.786600,0.926700,0.000000,0.392460,0.926700,0.000000,19.733523,19.827491,2.548029,6.492453,-1.621329,-6.492453,-0.636307,-1.000000
314395,9600,9.600000,0,1.781000,0.618100,0.000000,0.392460,0.618100,0.000000,19.671669,19.703390,2.548029,6.492453,-1.929929,-6.492453,-0.757420,-1.000000
314445,9650,9.650000,0,1.759200,0.593900,0.000000,0.392460,0.593900,0.000000,19.430882,19.223990,2.548029,6.492453,-1.954129,-6.492453,-0.766918,-1.000000
314495,9700,9.700000,0,1.787400,0.633400,0.000000,0.392460,0.633400,0.000000,19.742359,19.845252,2.548029,6.492453,-1.914629,-6.492453,-0.751416,-1.000000
314545,9750,9.750000,0,1.803500,0.687400,0.000000,0.392460,0.687400,0.000000,19.920188,20.204374,2.548029,6.492453,-1.860629,-6.492453,-0.730223,-1.000000
